RequestID,Boro,Yr,M,D,HH,MM,Vol,SegmentID,WktGeom,street,fromSt,toSt,Direction
38996,Brooklyn,2025,6,13,22,15,27,50251,POINT (1021101.4966211171 179925.1589739513),FLATLANDS AVENUE,Fountain Avenue,Crescent Street,WB
38996,Brooklyn,2025,6,13,22,30,35,50251,POINT (1021101.4966211171 179925.1589739513),FLATLANDS AVENUE,Fountain Avenue,Crescent Street,WB
38996,Brooklyn,2025,6,13,22,45,29,50251,POINT (1021101.4966211171 179925.1589739513),FLATLANDS AVENUE,Fountain Avenue,Crescent Street,WB
38996,Brooklyn,2025,6,13,23,0,33,50251,POINT (1021101.4966211171 179925.1589739513),FLATLANDS AVENUE,Fountain Avenue,Crescent Street,WB
38996,Brooklyn,2025,6,13,23,15,31,50251,POINT (1021101.4966211171 179925.1589739513),FLATLANDS AVENUE,Fountain Avenue,Crescent Street,WB
38996,Brooklyn,2025,6,13,23,30,26,50251,POINT (1021101.4966211171 179925.1589739513),FLATLANDS AVENUE,Fountain Avenue,Crescent Street,WB
38996,Brooklyn,2025,6,13,23,45,18,50251,POINT (1021101.4966211171 179925.1589739513),FLATLANDS AVENUE,Fountain Avenue,Crescent Street,WB
38996,Brooklyn,2025,6,14,0,0,20,50251,POINT (1021101.4966211171 179925.1589739513),FLATLANDS AVENUE,Fountain Avenue,Crescent Street,WB
38996,Brooklyn,2025,6,14,0,15,14,50251,POINT (1021101.4966211171 179925.1589739513),FLATLANDS AVENUE,Fountain Avenue,Crescent Street,WB
38996,Brooklyn,2025,6,14,0,30,17,50251,POINT (1021101.4966211171 179925.1589739513),FLATLANDS AVENUE,Fountain Avenue,Crescent Street,WB
38996,Brooklyn,2025,6,14,0,45,16,50251,POINT (1021101.4966211171 179925.1589739513),FLATLANDS AVENUE,Fountain Avenue,Crescent Street,WB
38996,Brooklyn,2025,6,14,1,0,15,50251,POINT (1021101.4966211171 179925.1589739513),FLATLANDS AVENUE,Fountain Avenue,Crescent Street,WB
38996,Brooklyn,2025,6,14,1,15,14,50251,POINT (1021101.4966211171 179925.1589739513),FLATLANDS AVENUE,Fountain Avenue,Crescent Street,WB
38996,Brooklyn,2025,6,14,1,30,16,50251,POINT (1021101.4966211171 179925.1589739513),FLATLANDS AVENUE,Fountain Avenue,Crescent Street,WB
38996,Brooklyn,2025,6,14,1,45,15,50251,POINT (1021101.4966211171 179925.1589739513),FLATLANDS AVENUE,Fountain Avenue,Crescent Street,WB
38996,Brooklyn,2025,6,14,2,0,13,50251,POINT (1021101.4966211171 179925.1589739513),FLATLANDS AVENUE,Fountain Avenue,Crescent Street,WB
38996,Brooklyn,2025,6,14,2,15,17,50251,POINT (1021101.4966211171 179925.1589739513),FLATLANDS AVENUE,Fountain Avenue,Crescent Street,WB
38996,Brooklyn,2025,6,14,2,30,16,50251,POINT (1021101.4966211171 179925.1589739513),FLATLANDS AVENUE,Fountain Avenue,Crescent Street,WB
38996,Brooklyn,2025,6,14,2,45,15,50251,POINT (1021101.4966211171 179925.1589739513),FLATLANDS AVENUE,Fountain Avenue,Crescent Street,WB
38996,Brooklyn,2025,6,14,3,0,13,50251,POINT (1021101.4966211171 179925.1589739513),FLATLANDS AVENUE,Fountain Avenue,Crescent Street,WB
38996,Brooklyn,2025,6,14,3,15,11,50251,POINT (1021101.4966211171 179925.1589739513),FLATLANDS AVENUE,Fountain Avenue,Crescent Street,WB
38996,Brooklyn,2025,6,14,3,30,11,50251,POINT (1021101.4966211171 179925.1589739513),FLATLANDS AVENUE,Fountain Avenue,Crescent Street,WB
38996,Brooklyn,2025,6,14,3,45,11,50251,POINT (1021101.4966211171 179925.1589739513),FLATLANDS AVENUE,Fountain Avenue,Crescent Street,WB
